session_id,timestamp,screen_x,screen_y
0a15c0c4,1739074944.496157,31,142
0a15c0c4,1739074944.530145,27,142
0a15c0c4,1739074944.573602,31,138
0a15c0c4,1739074944.596319,26,173
0a15c0c4,1739074944.631393,26,173
0a15c0c4,1739074944.661549,26,50
0a15c0c4,1739074944.701168,26,50
0a15c0c4,1739074944.730847,87,50
0a15c0c4,1739074944.766614,87,50
0a15c0c4,1739074944.813322,87,59
0a15c0c4,1739074944.867896,87,50
0a15c0c4,1739074944.9002838,87,59
0a15c0c4,1739074944.933584,87,59
0a15c0c4,1739074944.966544,87,50
0a15c0c4,1739074944.999267,87,50
0a15c0c4,1739074945.03324,87,50
0a15c0c4,1739074945.067271,87,50
0a15c0c4,1739074945.1000278,145,50
0a15c0c4,1739074945.134393,87,163
0a15c0c4,1739074945.170594,87,163
0a15c0c4,1739074945.20146,87,163
0a15c0c4,1739074945.234411,26,163
0a15c0c4,1739074945.270771,26,50
0a15c0c4,1739074945.301942,26,50
0a15c0c4,1739074945.333579,26,50
0a15c0c4,1739074945.368186,83,90
0a15c0c4,1739074945.407858,26,59
0a15c0c4,1739074945.4625778,26,59
0a15c0c4,1739074945.505373,26,163
0a15c0c4,1739074945.5349178,26,173
0a15c0c4,1739074945.5900102,26,59
0a15c0c4,1739074945.634857,26,50
0a15c0c4,1739074945.664737,5,59
0a15c0c4,1739074945.7042592,5,59
0a15c0c4,1739074945.7338681,5,47
0a15c0c4,1739074945.770072,5,47
0a15c0c4,1739074945.800241,5,50
0a15c0c4,1739074945.837259,5,59
0a15c0c4,1739074945.8661408,5,47
0a15c0c4,1739074945.9062452,5,56
0a15c0c4,1739074945.935911,5,173
0a15c0c4,1739074945.971076,10,138
0a15c0c4,1739074946.007413,27,138
0a15c0c4,1739074946.03647,21,173
0a15c0c4,1739074946.0679948,21,173
0a15c0c4,1739074946.1039062,21,173
0a15c0c4,1739074946.134697,5,160
0a15c0c4,1739074946.171079,5,47
0a15c0c4,1739074946.200583,5,163
0a15c0c4,1739074946.23588,5,170
0a15c0c4,1739074946.268021,5,170
0a15c0c4,1739074946.303537,5,170
0a15c0c4,1739074946.3368661,244,135
0a15c0c4,1739074946.368028,5,170
0a15c0c4,1739074946.404136,244,135
0a15c0c4,1739074946.480511,5,170
0a15c0c4,1739074946.507095,244,135
0a15c0c4,1739074946.537152,210,170
0a15c0c4,1739074946.566607,5,160
0a15c0c4,1739074946.599912,5,47
0a15c0c4,1739074946.654088,5,47
0a15c0c4,1739074946.703865,5,56
0a15c0c4,1739074946.734565,5,56
0a15c0c4,1739074946.769644,5,56
0a15c0c4,1739074946.802428,5,47
0a15c0c4,1739074946.8334231,5,56
0a15c0c4,1739074946.870222,5,47
0a15c0c4,1739074946.900649,5,47
0a15c0c4,1739074946.934071,5,47
0a15c0c4,1739074946.969295,5,160
0a15c0c4,1739074947.001389,5,160
0a15c0c4,1739074947.035721,5,47
0a15c0c4,1739074947.064439,5,47
0a15c0c4,1739074947.099561,5,160
0a15c0c4,1739074947.1323478,210,160
0a15c0c4,1739074947.169473,210,160
0a15c0c4,1739074947.198566,5,50
0a15c0c4,1739074947.23178,5,50
0a15c0c4,1739074947.264558,226,163
0a15c0c4,1739074947.2991118,226,50
0a15c0c4,1739074947.332248,226,50
0a15c0c4,1739074947.365994,231,50
0a15c0c4,1739074947.403522,231,50
0a15c0c4,1739074947.4358442,231,50
0a15c0c4,1739074947.499348,231,50
0a15c0c4,1739074947.5329332,292,50
0a15c0c4,1739074947.566205,292,173
0a15c0c4,1739074947.604063,292,173
0a15c0c4,1739074947.636469,292,173
0a15c0c4,1739074947.6903439,292,168
0a15c0c4,1739074947.732863,292,178
0a15c0c4,1739074947.764734,292,178
0a15c0c4,1739074947.803317,292,178
0a15c0c4,1739074947.836204,292,178
0a15c0c4,1739074947.869514,292,178
0a15c0c4,1739074947.907867,292,178
0a15c0c4,1739074947.939807,292,178
0a15c0c4,1739074947.970212,292,178
0a15c0c4,1739074948.0029,292,178
0a15c0c4,1739074948.0353742,292,178
0a15c0c4,1739074948.069773,292,178
0a15c0c4,1739074948.103585,326,142
0a15c0c4,1739074948.1351092,343,142
0a15c0c4,1739074948.1754901,343,142
0a15c0c4,1739074948.2149792,292,178
0a15c0c4,1739074948.2424462,292,178
0a15c0c4,1739074948.272181,231,168
0a15c0c4,1739074948.307231,26,178
0a15c0c4,1739074948.3387809,26,168
0a15c0c4,1739074948.371847,231,178
0a15c0c4,1739074948.4058182,26,168
0a15c0c4,1739074948.4389608,26,168
0a15c0c4,1739074948.468456,26,168
0a15c0c4,1739074948.537693,26,168
0a15c0c4,1739074948.570922,26,178
0a15c0c4,1739074948.6068459,26,178
0a15c0c4,1739074948.635336,26,168
0a15c0c4,1739074948.66848,26,178
0a15c0c4,1739074948.737843,21,178
0a15c0c4,1739074948.767895,31,142
0a15c0c4,1739074948.80662,27,142
0a15c0c4,1739074948.8378859,27,142
0a15c0c4,1739074948.8718028,27,142
0a15c0c4,1739074948.904487,21,173
0a15c0c4,1739074948.9402099,21,173
0a15c0c4,1739074948.970809,21,163
0a15c0c4,1739074949.005882,21,163
0a15c0c4,1739074949.038241,21,163
0a15c0c4,1739074949.0740612,21,163
0a15c0c4,1739074949.1068978,21,163
0a15c0c4,1739074949.139885,21,163
0a15c0c4,1739074949.169732,21,173
0a15c0c4,1739074949.206311,21,173
0a15c0c4,1739074949.239729,21,178
0a15c0c4,1739074949.2717829,21,178
0a15c0c4,1739074949.302609,21,178
0a15c0c4,1739074949.3391948,21,178
0a15c0c4,1739074949.368804,27,142
0a15c0c4,1739074949.406174,31,142
0a15c0c4,1739074949.4424582,31,142
0a15c0c4,1739074949.4719849,26,178
0a15c0c4,1739074949.5059469,31,142
0a15c0c4,1739074949.5675719,31,142
0a15c0c4,1739074949.6047082,31,142
0a15c0c4,1739074949.6391602,31,142
0a15c0c4,1739074949.6712651,31,142
0a15c0c4,1739074949.7054741,31,142
0a15c0c4,1739074949.776034,31,142
0a15c0c4,1739074949.806603,31,142
0a15c0c4,1739074949.8399749,31,142
0a15c0c4,1739074949.871722,31,142
0a15c0c4,1739074949.903868,31,142
0a15c0c4,1739074949.938503,31,142
0a15c0c4,1739074949.9735942,31,142
0a15c0c4,1739074950.0087092,31,142
0a15c0c4,1739074950.0384939,31,142
0a15c0c4,1739074950.071685,31,142
0a15c0c4,1739074950.104954,31,142
0a15c0c4,1739074950.143292,31,142
0a15c0c4,1739074950.172471,27,142
0a15c0c4,1739074950.207734,27,142
0a15c0c4,1739074950.241131,27,142
0a15c0c4,1739074950.272726,27,142
0a15c0c4,1739074950.303201,27,142
0a15c0c4,1739074950.3393269,27,142
0a15c0c4,1739074950.3724349,27,142
0a15c0c4,1739074950.406243,27,142
0a15c0c4,1739074950.4396539,27,142
0a15c0c4,1739074950.473919,27,142
0a15c0c4,1739074950.5063128,27,142
0a15c0c4,1739074950.540498,27,142
0a15c0c4,1739074950.6069288,27,142
0a15c0c4,1739074950.6428192,31,388
0a15c0c4,1739074950.6730618,31,142
0a15c0c4,1739074950.7083158,31,142
0a15c0c4,1739074950.739996,31,388
0a15c0c4,1739074950.770477,31,388
0a15c0c4,1739074950.81462,282,388
0a15c0c4,1739074950.841634,282,478
0a15c0c4,1739074950.872971,282,480
0a15c0c4,1739074950.9039,449,480
0a15c0c4,1739074950.936814,449,480
0a15c0c4,1739074950.9738429,449,480
0a15c0c4,1739074951.006308,449,480
0a15c0c4,1739074951.0401978,449,480
0a15c0c4,1739074951.0742788,449,480
0a15c0c4,1739074951.1086679,797,480
0a15c0c4,1739074951.140337,797,578
0a15c0c4,1739074951.18145,797,578
0a15c0c4,1739074951.2068381,797,578
0a15c0c4,1739074951.240438,809,578
0a15c0c4,1739074951.272671,912,578
0a15c0c4,1739074951.307817,867,578
0a15c0c4,1739074951.3336399,867,578
0a15c0c4,1739074951.364535,867,578
0a15c0c4,1739074951.397349,867,578
0a15c0c4,1739074951.4314911,867,578
0a15c0c4,1739074951.464143,867,578
0a15c0c4,1739074951.5003588,867,578
0a15c0c4,1739074951.5303612,867,578
0a15c0c4,1739074951.562222,867,578
0a15c0c4,1739074951.641551,867,628
0a15c0c4,1739074951.6645188,867,628
0a15c0c4,1739074951.6989498,867,628
0a15c0c4,1739074951.728868,867,628
0a15c0c4,1739074951.763958,520,628
0a15c0c4,1739074951.795719,520,628
0a15c0c4,1739074951.837533,414,578
0a15c0c4,1739074951.863492,414,628
0a15c0c4,1739074951.8999949,414,628
0a15c0c4,1739074951.929796,152,628
0a15c0c4,1739074951.962704,152,628
0a15c0c4,1739074951.9998138,152,628
0a15c0c4,1739074952.03223,152,628
0a15c0c4,1739074952.062612,148,628
0a15c0c4,1739074952.097665,134,578
0a15c0c4,1739074952.130622,117,578
0a15c0c4,1739074952.167732,117,578
0a15c0c4,1739074952.202513,138,578
0a15c0c4,1739074952.2337122,134,578
0a15c0c4,1739074952.2697222,134,578
0a15c0c4,1739074952.301261,134,578
0a15c0c4,1739074952.33571,138,578
0a15c0c4,1739074952.366004,134,578
0a15c0c4,1739074952.403599,138,578
0a15c0c4,1739074952.434996,138,578
0a15c0c4,1739074952.469398,138,578
0a15c0c4,1739074952.501728,138,578
0a15c0c4,1739074952.538891,138,578
0a15c0c4,1739074952.5702322,138,578
0a15c0c4,1739074952.601024,138,480
0a15c0c4,1739074952.668523,138,480
0a15c0c4,1739074952.7002292,31,478
0a15c0c4,1739074952.74235,31,388
0a15c0c4,1739074952.770179,31,478
0a15c0c4,1739074952.842619,31,388
0a15c0c4,1739074952.8689458,31,388
0a15c0c4,1739074952.8996181,31,388
0a15c0c4,1739074952.9444969,31,388
0a15c0c4,1739074952.9702458,31,388
0a15c0c4,1739074953.0094552,31,388
0a15c0c4,1739074953.0370822,31,388
0a15c0c4,1739074953.077575,31,388
0a15c0c4,1739074953.103852,282,142
0a15c0c4,1739074953.144894,282,142
0a15c0c4,1739074953.172218,282,142
0a15c0c4,1739074953.208477,282,138
0a15c0c4,1739074953.23399,282,138
0a15c0c4,1739074953.27565,282,138
0a15c0c4,1739074953.301745,282,138
0a15c0c4,1739074953.339299,282,138
0a15c0c4,1739074953.367599,282,138
0a15c0c4,1739074953.4097831,282,138
0a15c0c4,1739074953.441091,282,138
0a15c0c4,1739074953.477699,282,138
0a15c0c4,1739074953.504398,282,138
0a15c0c4,1739074953.547617,282,138
0a15c0c4,1739074953.570726,282,138
0a15c0c4,1739074953.611181,282,138
0a15c0c4,1739074953.636843,282,138
0a15c0c4,1739074953.696479,282,138
0a15c0c4,1739074953.742475,282,138
0a15c0c4,1739074953.7731469,282,138
0a15c0c4,1739074953.8123431,282,138
0a15c0c4,1739074953.836871,282,138
0a15c0c4,1739074953.888851,282,138
0a15c0c4,1739074953.9443572,282,384
0a15c0c4,1739074953.9712472,282,388
0a15c0c4,1739074954.012285,282,388
0a15c0c4,1739074954.036868,282,480
0a15c0c4,1739074954.077919,282,480
0a15c0c4,1739074954.106986,282,480
0a15c0c4,1739074954.146268,282,480
0a15c0c4,1739074954.1700149,340,480
0a15c0c4,1739074954.213037,282,480
0a15c0c4,1739074954.23861,388,480
0a15c0c4,1739074954.27752,388,480
0a15c0c4,1739074954.314742,388,480
0a15c0c4,1739074954.344088,388,578
0a15c0c4,1739074954.36945,388,578
0a15c0c4,1739074954.40799,447,578
0a15c0c4,1739074954.4339929,447,628
0a15c0c4,1739074954.473622,388,578
0a15c0c4,1739074954.501548,388,578
0a15c0c4,1739074954.539928,388,578
0a15c0c4,1739074954.567517,388,578
0a15c0c4,1739074954.601305,388,578
0a15c0c4,1739074954.637255,388,578
0a15c0c4,1739074954.706423,388,578
0a15c0c4,1739074954.738017,388,628
0a15c0c4,1739074954.770062,447,628
0a15c0c4,1739074954.7998989,196,628
0a15c0c4,1739074954.8333042,138,628
0a15c0c4,1739074954.867433,138,628
0a15c0c4,1739074954.918407,192,628
0a15c0c4,1739074954.9682739,192,578
0a15c0c4,1739074955.002675,134,578
0a15c0c4,1739074955.0390441,134,578
0a15c0c4,1739074955.0670998,192,578
0a15c0c4,1739074955.100868,192,578
0a15c0c4,1739074955.134676,134,578
0a15c0c4,1739074955.166899,134,578
0a15c0c4,1739074955.20434,134,578
0a15c0c4,1739074955.234635,134,578
0a15c0c4,1739074955.266892,134,578
0a15c0c4,1739074955.303456,134,578
0a15c0c4,1739074955.335926,134,578
0a15c0c4,1739074955.3681998,134,578
0a15c0c4,1739074955.402074,134,578
0a15c0c4,1739074955.436526,134,578
0a15c0c4,1739074955.466441,134,578
0a15c0c4,1739074955.5015712,134,578
0a15c0c4,1739074955.537259,117,578
0a15c0c4,1739074955.567359,134,578
0a15c0c4,1739074955.599361,134,578
0a15c0c4,1739074955.633662,134,578
0a15c0c4,1739074955.66682,134,578
0a15c0c4,1739074955.731641,134,578
0a15c0c4,1739074955.77142,134,578
0a15c0c4,1739074955.8022609,134,578
0a15c0c4,1739074955.834882,138,578
0a15c0c4,1739074955.868945,138,578
0a15c0c4,1739074955.93909,138,578
0a15c0c4,1739074955.967089,138,578
0a15c0c4,1739074956.003668,138,578
0a15c0c4,1739074956.036664,138,578
0a15c0c4,1739074956.0697632,138,578
0a15c0c4,1739074956.106487,138,578
0a15c0c4,1739074956.137198,138,578
0a15c0c4,1739074956.173033,388,480
0a15c0c4,1739074956.2052422,388,480
0a15c0c4,1739074956.2364202,282,480
0a15c0c4,1739074956.2712362,282,388
0a15c0c4,1739074956.310187,282,388
0a15c0c4,1739074956.3351092,282,388
0a15c0c4,1739074956.368853,282,388
0a15c0c4,1739074956.402723,282,142
0a15c0c4,1739074956.437821,282,142
0a15c0c4,1739074956.4689689,282,138
0a15c0c4,1739074956.503953,282,138
0a15c0c4,1739074956.538518,282,138
0a15c0c4,1739074956.570668,282,138
0a15c0c4,1739074956.612458,282,138
0a15c0c4,1739074956.6407008,282,138
0a15c0c4,1739074956.682303,282,138
0a15c0c4,1739074956.707434,282,138
0a15c0c4,1739074956.758402,282,138
0a15c0c4,1739074956.81284,282,138
0a15c0c4,1739074956.840629,282,138
0a15c0c4,1739074956.87224,282,138
0a15c0c4,1739074956.90391,282,138
0a15c0c4,1739074956.9744442,265,138
0a15c0c4,1739074957.0183601,231,173
0a15c0c4,1739074957.0463302,231,173
0a15c0c4,1739074957.0830631,231,173
0a15c0c4,1739074957.141684,231,163
0a15c0c4,1739074957.167351,231,163
0a15c0c4,1739074957.208323,231,173
0a15c0c4,1739074957.234447,231,163
0a15c0c4,1739074957.278344,231,163
0a15c0c4,1739074957.305849,231,173
0a15c0c4,1739074957.3451,231,173
0a15c0c4,1739074957.3747609,26,173
0a15c0c4,1739074957.4146821,26,173
0a15c0c4,1739074957.446222,26,173
0a15c0c4,1739074957.482305,26,173
0a15c0c4,1739074957.50842,26,163
0a15c0c4,1739074957.547887,26,163
0a15c0c4,1739074957.5753942,26,163
0a15c0c4,1739074957.6172721,26,173
0a15c0c4,1739074957.642851,26,173
0a15c0c4,1739074957.680902,31,138
0a15c0c4,1739074957.709106,31,138
0a15c0c4,1739074957.785849,31,138
0a15c0c4,1739074957.8113,31,138
0a15c0c4,1739074957.838442,31,138
0a15c0c4,1739074957.8764422,31,138
0a15c0c4,1739074957.91092,31,384
0a15c0c4,1739074957.944355,31,388
0a15c0c4,1739074957.992924,31,388
0a15c0c4,1739074958.037199,31,388
0a15c0c4,1739074958.079135,31,388
0a15c0c4,1739074958.108214,31,478
0a15c0c4,1739074958.1443598,31,480
0a15c0c4,1739074958.177758,138,480
0a15c0c4,1739074958.2196229,384,480
0a15c0c4,1739074958.285496,388,480
0a15c0c4,1739074958.3555121,388,578
0a15c0c4,1739074958.4152918,388,578
0a15c0c4,1739074958.441452,388,578
0a15c0c4,1739074958.482965,388,578
0a15c0c4,1739074958.5092428,388,578
0a15c0c4,1739074958.537337,388,578
0a15c0c4,1739074958.57196,388,578
0a15c0c4,1739074958.605345,388,578
0a15c0c4,1739074958.642011,138,578
0a15c0c4,1739074958.669863,138,578
0a15c0c4,1739074958.703037,388,578
0a15c0c4,1739074958.736902,388,578
0a15c0c4,1739074958.812769,388,578
0a15c0c4,1739074958.8427541,138,578
0a15c0c4,1739074958.87725,138,578
0a15c0c4,1739074958.912004,138,578
0a15c0c4,1739074958.9415529,138,578
0a15c0c4,1739074958.9743931,138,578
0a15c0c4,1739074959.029067,138,578
0a15c0c4,1739074959.0726368,138,578
0a15c0c4,1739074959.106445,138,578
0a15c0c4,1739074959.135906,138,578
0a15c0c4,1739074959.1729002,138,578
0a15c0c4,1739074959.205614,138,578
0a15c0c4,1739074959.2407181,138,578
0a15c0c4,1739074959.2728791,138,578
0a15c0c4,1739074959.30578,138,578
0a15c0c4,1739074959.337458,134,578
0a15c0c4,1739074959.371336,117,578
0a15c0c4,1739074959.407851,117,578
0a15c0c4,1739074959.438254,117,578
0a15c0c4,1739074959.4728599,117,578
0a15c0c4,1739074959.506353,117,480
0a15c0c4,1739074959.538858,117,480
0a15c0c4,1739074959.591915,134,459
0a15c0c4,1739074959.631513,27,459
0a15c0c4,1739074959.659141,31,384
0a15c0c4,1739074959.697485,92,384
0a15c0c4,1739074959.726177,92,384
0a15c0c4,1739074959.764929,92,384
0a15c0c4,1739074959.7907321,92,138
0a15c0c4,1739074959.857022,92,138
0a15c0c4,1739074959.898154,92,138
0a15c0c4,1739074959.928898,343,138
0a15c0c4,1739074959.968172,92,138
0a15c0c4,1739074959.995588,343,138
0a15c0c4,1739074960.052335,92,138
0a15c0c4,1739074960.0977,92,165
0a15c0c4,1739074960.126753,151,165
0a15c0c4,1739074960.165681,153,215
0a15c0c4,1739074960.195382,148,250
0a15c0c4,1739074960.2373152,148,250
0a15c0c4,1739074960.261251,148,250
0a15c0c4,1739074960.300095,148,200
0a15c0c4,1739074960.326407,192,190
0a15c0c4,1739074960.3656929,148,200
0a15c0c4,1739074960.392277,294,77
0a15c0c4,1739074960.4313989,294,77
0a15c0c4,1739074960.4594078,294,77
0a15c0c4,1739074960.4931798,294,77
0a15c0c4,1739074960.524503,294,77
0a15c0c4,1739074960.557066,294,77
0a15c0c4,1739074960.59064,294,77
0a15c0c4,1739074960.625602,294,77
0a15c0c4,1739074960.659435,294,190
0a15c0c4,1739074960.6908019,294,200
0a15c0c4,1739074960.7254279,328,165
0a15c0c4,1739074960.756329,345,165
0a15c0c4,1739074960.7903638,345,165
0a15c0c4,1739074960.8268049,345,165
0a15c0c4,1739074960.8948429,448,411
0a15c0c4,1739074960.9257731,345,486
0a15c0c4,1739074960.956427,452,486
0a15c0c4,1739074960.993379,452,486
0a15c0c4,1739074961.023663,554,486
0a15c0c4,1739074961.0712209,554,486
0a15c0c4,1739074961.128695,554,584
0a15c0c4,1739074961.157519,452,584
0a15c0c4,1739074961.192907,452,584
0a15c0c4,1739074961.2246232,554,605
0a15c0c4,1739074961.257956,554,605
0a15c0c4,1739074961.2938821,510,605
0a15c0c4,1739074961.323937,510,605
0a15c0c4,1739074961.3563101,510,605
0a15c0c4,1739074961.389684,554,605
0a15c0c4,1739074961.423336,554,605
0a15c0c4,1739074961.461705,510,507
0a15c0c4,1739074961.493592,510,507
0a15c0c4,1739074961.530349,510,605
0a15c0c4,1739074961.557284,550,605
0a15c0c4,1739074961.5890539,506,655
0a15c0c4,1739074961.627321,506,605
0a15c0c4,1739074961.662246,489,605
0a15c0c4,1739074961.691981,489,605
0a15c0c4,1739074961.7254348,487,605
0a15c0c4,1739074961.759574,487,605
0a15c0c4,1739074961.79096,487,605
0a15c0c4,1739074961.825734,487,605
0a15c0c4,1739074961.861262,487,605
0a15c0c4,1739074961.9313579,487,605
0a15c0c4,1739074961.958961,531,578
0a15c0c4,1739074961.991817,428,578
0a15c0c4,1739074962.025048,428,578
0a15c0c4,1739074962.0632708,428,578
0a15c0c4,1739074962.09235,428,578
0a15c0c4,1739074962.125793,428,578
0a15c0c4,1739074962.157543,428,578
0a15c0c4,1739074962.192097,428,578
0a15c0c4,1739074962.225735,428,578
0a15c0c4,1739074962.263773,367,578
0a15c0c4,1739074962.301313,367,578
0a15c0c4,1739074962.330966,367,578
0a15c0c4,1739074962.36438,367,578
0a15c0c4,1739074962.394398,117,578
0a15c0c4,1739074962.423585,117,578
0a15c0c4,1739074962.4674718,117,578
0a15c0c4,1739074962.493309,117,578
0a15c0c4,1739074962.534627,117,578
0a15c0c4,1739074962.568425,117,578
0a15c0c4,1739074962.605264,117,578
0a15c0c4,1739074962.6611269,117,578
0a15c0c4,1739074962.6960871,117,578
0a15c0c4,1739074962.726721,117,578
0a15c0c4,1739074962.761127,117,578
0a15c0c4,1739074962.79602,117,578
0a15c0c4,1739074962.828505,117,578
0a15c0c4,1739074962.8603399,117,578
0a15c0c4,1739074962.894052,175,578
0a15c0c4,1739074962.9585989,117,578
0a15c0c4,1739074962.993402,117,578
0a15c0c4,1739074963.026158,175,477
0a15c0c4,1739074963.067049,10,475
0a15c0c4,1739074963.105174,10,139
0a15c0c4,1739074963.134892,10,135
0a15c0c4,1739074963.15937,10,135
0a15c0c4,1739074963.200151,10,135
0a15c0c4,1739074963.227469,10,135
0a15c0c4,1739074963.263468,10,135
0a15c0c4,1739074963.292186,10,135
0a15c0c4,1739074963.3347,10,135
0a15c0c4,1739074963.3615448,5,173
0a15c0c4,1739074963.392502,5,173
0a15c0c4,1739074963.4285219,5,173
0a15c0c4,1739074963.466335,5,173
0a15c0c4,1739074963.492565,5,173
0a15c0c4,1739074963.526346,5,173
0a15c0c4,1739074963.5599701,10,138
0a15c0c4,1739074963.599371,10,138
0a15c0c4,1739074963.626244,10,138
0a15c0c4,1739074963.667243,5,50
0a15c0c4,1739074963.694669,5,59
0a15c0c4,1739074963.726038,5,59
0a15c0c4,1739074963.758902,66,50
0a15c0c4,1739074963.8011332,66,59
0a15c0c4,1739074963.827154,371,59
0a15c0c4,1739074963.8619351,371,59
0a15c0c4,1739074963.896162,371,59
0a15c0c4,1739074963.941889,371,59
0a15c0c4,1739074963.982644,375,59
0a15c0c4,1739074964.03167,292,59
0a15c0c4,1739074964.0615838,297,72
0a15c0c4,1739074964.11261,380,72
0a15c0c4,1739074964.160643,375,86
0a15c0c4,1739074964.202262,375,86
0a15c0c4,1739074964.226975,375,86
0a15c0c4,1739074964.2697222,292,86
0a15c0c4,1739074964.2944388,292,86
0a15c0c4,1739074964.3359208,292,86
0a15c0c4,1739074964.371746,292,50
0a15c0c4,1739074964.428156,292,173
0a15c0c4,1739074964.46125,292,163
0a15c0c4,1739074964.494765,87,173
0a15c0c4,1739074964.526739,87,163
0a15c0c4,1739074964.560106,92,138
0a15c0c4,1739074964.593208,87,173
0a15c0c4,1739074964.6314769,87,173
0a15c0c4,1739074964.660734,88,138
0a15c0c4,1739074964.697748,88,138
0a15c0c4,1739074964.727623,88,138
0a15c0c4,1739074964.762549,88,142
0a15c0c4,1739074964.793222,88,142
0a15c0c4,1739074964.828096,88,388
0a15c0c4,1739074964.860704,88,388
0a15c0c4,1739074964.894311,88,388
0a15c0c4,1739074964.927988,10,480
0a15c0c4,1739074964.9638531,69,480
0a15c0c4,1739074965.0026429,131,480
0a15c0c4,1739074965.027473,10,388
0a15c0c4,1739074965.061022,10,388
0a15c0c4,1739074965.094906,10,438
0a15c0c4,1739074965.15858,10,388
0a15c0c4,1739074965.20178,117,480
0a15c0c4,1739074965.2290869,117,480
0a15c0c4,1739074965.2603,117,578
0a15c0c4,1739074965.2951949,117,578
0a15c0c4,1739074965.329437,117,578
0a15c0c4,1739074965.3665211,117,578
0a15c0c4,1739074965.3929348,178,578
0a15c0c4,1739074965.425525,178,578
0a15c0c4,1739074965.463095,178,578
0a15c0c4,1739074965.493716,499,578
0a15c0c4,1739074965.531017,499,628
0a15c0c4,1739074965.559962,440,578
0a15c0c4,1739074965.594869,440,578
0a15c0c4,1739074965.627928,891,628
0a15c0c4,1739074965.6614149,891,628
0a15c0c4,1739074965.695373,846,628
0a15c0c4,1739074965.7288802,846,628
0a15c0c4,1739074965.763607,846,628
0a15c0c4,1739074965.797351,920,628
0a15c0c4,1739074965.826206,937,619
0a15c0c4,1739074965.861643,937,619
0a15c0c4,1739074965.895333,937,619
0a15c0c4,1739074965.9303858,937,619
0a15c0c4,1739074965.9629052,937,619
0a15c0c4,1739074966.039701,937,619
0a15c0c4,1739074966.066261,937,619
0a15c0c4,1739074966.093185,937,619
0a15c0c4,1739074966.1278021,920,664
0a15c0c4,1739074966.193158,846,664
0a15c0c4,1739074966.227392,920,628
0a15c0c4,1739074966.2776132,920,583
0a15c0c4,1739074966.3301592,572,628
0a15c0c4,1739074966.367088,467,583
0a15c0c4,1739074966.3954859,467,583
0a15c0c4,1739074966.4309251,205,628
0a15c0c4,1739074966.464534,131,628
0a15c0c4,1739074966.498622,131,628
0a15c0c4,1739074966.5308108,117,578
0a15c0c4,1739074966.563474,117,628
0a15c0c4,1739074966.5970402,131,628
0a15c0c4,1739074966.634022,131,628
0a15c0c4,1739074966.6645892,131,628
0a15c0c4,1739074966.693829,131,628
0a15c0c4,1739074966.730434,131,527
0a15c0c4,1739074966.764674,131,527
0a15c0c4,1739074966.7962701,131,527
0a15c0c4,1739074966.8347719,131,527
