session_id,timestamp,screen_x,screen_y
e11b820d,1739049164.5746849,935,656
e11b820d,1739049164.607679,935,656
e11b820d,1739049164.638806,935,648
e11b820d,1739049164.671493,935,648
e11b820d,1739049164.703315,935,648
e11b820d,1739049164.735595,935,648
e11b820d,1739049164.7667289,935,648
e11b820d,1739049164.798253,935,648
e11b820d,1739049164.853162,935,648
e11b820d,1739049164.917671,935,648
e11b820d,1739049164.967998,935,648
e11b820d,1739049164.9967759,935,648
e11b820d,1739049165.029632,935,648
e11b820d,1739049165.0614872,935,648
e11b820d,1739049165.09657,935,648
e11b820d,1739049165.129676,935,648
e11b820d,1739049165.164188,935,648
e11b820d,1739049165.218763,935,648
e11b820d,1739049165.261863,935,648
e11b820d,1739049165.299258,935,648
e11b820d,1739049165.328458,935,648
e11b820d,1739049165.3648992,935,648
e11b820d,1739049165.395063,935,648
e11b820d,1739049165.4299588,935,648
e11b820d,1739049165.4623418,935,648
e11b820d,1739049165.4958878,935,648
e11b820d,1739049165.529252,935,648
e11b820d,1739049165.563391,935,648
e11b820d,1739049165.596132,935,648
e11b820d,1739049165.630463,935,648
e11b820d,1739049165.6626182,935,648
e11b820d,1739049165.700643,935,648
e11b820d,1739049165.731561,935,648
e11b820d,1739049165.772746,935,648
e11b820d,1739049165.79484,935,648
e11b820d,1739049165.834969,935,648
e11b820d,1739049165.8926232,935,648
e11b820d,1739049165.937074,935,648
e11b820d,1739049165.96142,935,648
e11b820d,1739049166.002648,935,648
e11b820d,1739049166.028745,935,648
e11b820d,1739049166.062517,935,648
e11b820d,1739049166.096894,935,648
e11b820d,1739049166.131422,935,648
e11b820d,1739049166.164999,935,648
e11b820d,1739049166.195945,935,648
e11b820d,1739049166.25828,935,648
e11b820d,1739049166.300938,935,648
e11b820d,1739049166.33055,935,648
e11b820d,1739049166.366839,935,648
e11b820d,1739049166.394861,935,648
e11b820d,1739049166.4336169,935,648
e11b820d,1739049166.4624782,935,648
e11b820d,1739049166.496774,935,648
e11b820d,1739049166.5330172,935,648
e11b820d,1739049166.563893,935,648
e11b820d,1739049166.602902,935,648
e11b820d,1739049166.629932,935,648
e11b820d,1739049166.665783,935,648
e11b820d,1739049166.695949,935,648
e11b820d,1739049166.732073,935,648
e11b820d,1739049166.764138,935,648
e11b820d,1739049166.798259,935,648
e11b820d,1739049166.837615,935,648
e11b820d,1739049166.8610072,935,648
e11b820d,1739049166.938169,935,648
e11b820d,1739049166.961335,935,648
e11b820d,1739049166.996882,935,648
e11b820d,1739049167.030043,935,648
e11b820d,1739049167.065944,935,648
e11b820d,1739049167.0985112,935,648
e11b820d,1739049167.130286,935,648
e11b820d,1739049167.164084,935,648
e11b820d,1739049167.197015,935,648
e11b820d,1739049167.230104,935,648
e11b820d,1739049167.2838001,935,648
e11b820d,1739049167.335485,935,648
e11b820d,1739049167.3652391,935,648
e11b820d,1739049167.4008582,935,648
e11b820d,1739049167.431094,935,648
e11b820d,1739049167.466906,935,648
e11b820d,1739049167.501068,935,648
e11b820d,1739049167.532574,935,648
e11b820d,1739049167.56521,935,648
e11b820d,1739049167.5948951,935,648
e11b820d,1739049167.6290402,935,648
e11b820d,1739049167.662245,935,648
e11b820d,1739049167.6943538,935,648
e11b820d,1739049167.727476,935,648
e11b820d,1739049167.7631612,935,648
e11b820d,1739049167.794561,935,648
e11b820d,1739049167.833086,935,648
e11b820d,1739049167.8630311,935,648
e11b820d,1739049167.897939,935,648
e11b820d,1739049167.969124,935,648
e11b820d,1739049168.000149,935,648
e11b820d,1739049168.0325801,911,656
e11b820d,1739049168.068085,911,656
e11b820d,1739049168.094595,911,656
e11b820d,1739049168.131449,911,656
e11b820d,1739049168.163313,911,656
e11b820d,1739049168.1966069,911,656
e11b820d,1739049168.231376,911,656
e11b820d,1739049168.265238,911,656
e11b820d,1739049168.3117929,911,656
e11b820d,1739049168.3714392,846,656
e11b820d,1739049168.394111,841,645
e11b820d,1739049168.430669,841,645
e11b820d,1739049168.4629261,946,645
e11b820d,1739049168.501395,946,645
e11b820d,1739049168.5337758,946,645
e11b820d,1739049168.567064,946,645
e11b820d,1739049168.5992792,946,690
e11b820d,1739049168.6337721,946,690
e11b820d,1739049168.672247,946,690
e11b820d,1739049168.69546,946,690
e11b820d,1739049168.731005,946,690
e11b820d,1739049168.7676868,946,690
e11b820d,1739049168.7992268,946,717
e11b820d,1739049168.834612,873,717
e11b820d,1739049168.8657432,873,717
e11b820d,1739049168.9003332,873,717
e11b820d,1739049168.931796,873,717
e11b820d,1739049168.9991732,873,717
e11b820d,1739049169.0314739,873,717
e11b820d,1739049169.065772,873,717
e11b820d,1739049169.1007721,873,717
e11b820d,1739049169.133253,946,717
e11b820d,1739049169.1667058,946,717
e11b820d,1739049169.197385,946,717
